"date","pce_nom","gdp_nom","pce_defl","gdp_defl","cpi","ur","m1","m2","m3","policy","nowa_1d","nibor_3m","gov_10y","reer","rrppi","xr_usd","hfwh"
"1999-07-01",150307,325044,73.552242257905,54.462141394574,73.0333333333333,3.3,318528.899771121,596775.360159971,,5.83333333333333,6.51,6.13666666666667,5.93666666666667,109.331230869122,48.4691943501835,7.8432,1145171
"1999-10-01",154551,342295,74.6361056288171,56.7191409862169,73.9333333333333,3.2,340684.001882375,620480.444384465,,5.5,5.88666666666667,6.16333333333333,6.12,109.37451689701,49.6374719068234,7.89219333333333,1191664
"2000-01-01",158014,360713,75.1383952459829,58.4944286182159,74.7333333333333,3.9,346824.472925894,632689.63241142,,5.5,5.87666666666667,5.92333333333333,6.27666666666667,108.981850786878,52.0497587090404,8.22004333333333,1228721
"2000-04-01",159917,369138,74.8908763990206,60.4269752610042,75.3,3.3,362823.226952022,653235.428042537,,5.91666666666667,6.25333333333333,6.48333333333333,6.14333333333333,105.88999165198,55.1108302543115,8.77797333333333,1268794
"2000-07-01",160964,383719,75.3829376524448,62.422703361427,75.5333333333333,3.5,376445.193928303,678795.267241284,,6.66666666666667,6.83333333333333,7.12,6.24666666666667,106.560925084253,53.351895347442,8.95455,1296307
"2000-10-01",161055,395562,75.8433151349819,64.3329261727349,76.2333333333333,3.1,368053.945074893,683504.904187406,,7,7.44333333333333,7.45666666666667,6.20666666666667,106.938131898711,52.8620475041966,9.2548,1307704
"2001-01-01",164931,392063,76.8561580300381,62.8150422060871,77.3666666666667,3.7,374515.916410645,701812.821675723,,7,7.34,7.37333333333333,5.97333333333333,109.708437683579,53.8971302921358,8.88969333333333,1328111
"2001-04-01",167565,399751,77.5074832905322,64.1203126420751,78.2666666666667,3.5,362760.685180128,713345.173564052,,7,7.48666666666667,7.45,6.43,110.870976718301,55.5770949838966,9.17891333333333,1365606
"2001-07-01",166868,390942,76.9185775841686,62.213201163726,77.4666666666667,3.6,370759.968724059,728064.978210678,,7,7.25333333333333,7.27333333333333,6.5,110.969916210617,56.1510614684723,8.99699,1351202
"2001-10-01",168146,383952,76.6011007879708,60.7586767187612,77.7666666666667,3.3,381671.104354655,742925.889906588,,6.83333333333333,7.19,6.81,6.04333333333333,112.018056457348,55.8058677942274,8.90102,1376015
"2002-01-01",171460,381009,77.4098935888409,60.3619072146995,78.1666666666667,4.1,386001.041229125,758776.234522346,,6.5,6.73333333333333,6.53666666666667,6.40333333333333,113.264075688712,57.3112842292495,8.90953333333333,1419420
"2002-04-01",172363,393957,78.0996501630782,61.5894080844597,78.6333333333333,4,398211.336474418,778172.628531674,,6.5,6.82,6.93,6.75333333333333,118.684104752187,59.005863808349,8.18353,1428814
"2002-07-01",174629,392455,77.8262220499389,61.9507910061793,78.5666666666667,3.8,388507.994775494,770197.167767601,,7,7.21,7.22,6.31,122.777726246792,57.1467837075561,7.52372,1418188
