"date","pce_nom","gdp_nom","pce_defl","gdp_defl","cpi","ur","m1","m3","policy","ibr_3m","gov_10y","reer","rrppi","xr_usd","hfwh"
"1935-10-01",,,,,3.40760157273919,,,,,,,,,,
"1936-01-01",,,,,3.42944517256444,,,,,,,,,,
"1936-04-01",,,,,3.42944517256444,,,,,,,,,,
"1936-07-01",,,,,3.40760157273919,,,,,,,,,,
"1936-10-01",,,,,3.42944517256444,,,,,,,,,,
"1937-01-01",,,,,3.49497597204019,,,,,,,,,,
"1937-04-01",,,,,3.53866317169069,,,,,,,,,,
"1937-07-01",,,,,3.56050677151595,,,,,,,,,,
"1937-10-01",,,,,3.5823503713412,,,,,,,,,,
"1938-01-01",,,,,3.5823503713412,,,,,,,,,,
"1938-04-01",,,,,3.60419397116645,,,,,,,,,,
"1938-07-01",,,,,3.60419397116645,,,,,,,,,,
"1938-10-01",,,,,3.6260375709917,,,,,,,,,,
"1939-01-01",,,,,3.64788117081695,,,,,,,,,,
"1939-04-01",,,,,3.64788117081695,,,,,,,,,,
"1939-07-01",,,,,3.69156837046745,,,,,,,,,,
"1939-10-01",,,,,3.86631716906946,,,,,,,,,,
"1940-01-01",,,,,4.01922236784622,,,,,,,,,,
"1940-04-01",,,,,4.17212756662298,,,,,,,,,,
"1940-07-01",,,,,4.25950196592398,,,,,,,,,,
"1940-10-01",,,,,4.41240716470074,,,,,,,,,,
"1941-01-01",,,,,4.71821756225426,,,,,,,,,,
"1941-04-01",,,,,4.71821756225426,,,,,,,,,,
"1941-07-01",,,,,4.76190476190476,,,,,,,,,,
"1941-10-01",,,,,4.89296636085627,,,,,,,,,,
"1942-01-01",,,,,5.02402795980778,,,,,,,,,,
"1942-04-01",,,,,5.11140235910878,,,,,,,,,,
"1942-07-01",,,,,5.13324595893403,,,,,,,,,,
"1942-10-01",,,,,5.13324595893403,,,,,,,,,,
"1943-01-01",,,,,5.15508955875928,,,,,,,,,,
"1943-04-01",,,,,5.13324595893403,,,,,,,,,,
"1943-07-01",,,,,5.11140235910878,,,,,,,,,,
"1943-10-01",,,,,5.11140235910878,,,,,,,,,,
"1944-01-01",,,,,5.11140235910878,,,,,,,,,,
"1944-04-01",,,,,5.08955875928353,,,,,,,,,,
"1944-07-01",,,,,5.13324595893403,,,,,,,,,,
"1944-10-01",,,,,5.08955875928353,,,,,,,,,,
"1945-01-01",,,,,5.11140235910878,,,,,,,,,,
"1945-04-01",,,,,5.08955875928353,,,,,,,,,,
"1945-07-01",,,,,5.11140235910878,,,,,,,,,,
"1945-10-01",,,,,5.06771515945828,,,,,,,,,,
"1946-01-01",,,,,5.06771515945828,,,,2.5,,,,,,
"1946-04-01",,,,,5.11140235910878,,,,2.5,,,,,,
"1946-07-01",,,,,5.11140235910878,,,,2.5,,,,,,
"1946-10-01",,,,,5.17693315858453,,,,2.5,,,,,,
"1947-01-01",,,,,5.19877675840979,,,,2.5,,,,,,
"1947-04-01",,,,,5.22062035823504,,,,2.5,,,,,,
"1947-07-01",,,,,5.30799475753604,,,,2.5,,,,,,
"1947-10-01",,,,,5.32983835736129,,,,2.5,,,,,,
"1948-01-01",,,,,5.5045871559633,,,,2.5,,,,,,
"1948-04-01",,,,,5.52643075578855,,,,2.5,,,,,,
"1948-07-01",,,,,5.61380515508956,,,,2.5,,,,,,
"1948-10-01",,,,,5.59196155526431,,,,2.5,,,,,,
"1949-01-01",,,,,5.59196155526431,,,,2.5,,,,,,
"1949-04-01",,,,,5.59196155526431,,,,2.5,,,,,,
"1949-07-01",,,,,5.61380515508956,,,,2.5,,,,,,
"1949-10-01",,,,,5.59196155526431,,,,2.5,,,,,,
"1950-01-01",,,,,5.61380515508956,,,,2.5,,,,,,
"1950-04-01",,,,,5.63564875491481,,,,2.5,,,,,,
"1950-07-01",,,,,5.65749235474006,,,,2.5,,,,,,
"1950-10-01",,,,,5.78855395369157,,,,2.66666666666667,,,,,,
"1951-01-01",,,,,6.33464394932285,,,,3,,,,,,
"1951-04-01",,,,,6.57492354740061,,,,3,,,,,,
"1951-07-01",,,,,6.74967234600262,,,,3,,,,,,
"1951-10-01",,,,,6.90257754477938,,,,3,,,,,,
"1952-01-01",,,,,6.98995194408038,,,,3,,,,,,
"1952-04-01",,,,,7.16470074268239,,,,3,,,,,,
"1952-07-01",,,,,7.16470074268239,,,,3,,,,,,
"1952-10-01",,,,,7.16470074268239,,,,3,,,,,,
"1953-01-01",,,,,7.18654434250764,,,,3,,,,,,
"1953-04-01",,,,,7.16470074268239,,,,3,,,,,,
"1953-07-01",,,,,7.16470074268239,,,,3,,,,,,
"1953-10-01",,,,,7.14285714285714,,,,2.83333333333333,,,,,,
"1954-01-01",,,,,7.2083879423329,,,,2.75,,,,,,
"1954-04-01",,,,,7.2520751419834,,,,2.75,,,,,,
"1954-07-01",,,,,7.2083879423329,,,,2.75,,,,,,
"1954-10-01",,,,,7.2083879423329,,,,2.75,,,,,,
"1955-01-01",,,,,7.23023154215815,,,,2.75,,,,,,
"1955-04-01",,,,,7.31760594145915,,,,3.75,,,,,,
"1955-07-01",,,,,7.44866754041066,,,,3.75,,,,,,
"1955-10-01",,,,,7.63069753895442,,,,3.75,,,,,,
"1956-01-01",,,,,7.68166593854667,,,,3.75,,,,,,
"1956-04-01",,,,,7.75447793796418,,,,3.75,,,,,,
"1956-07-01",,,,,7.79088393767293,,,,3.75,,,,,,
"1956-10-01",,,,,7.87097713703218,,,,3.91666666666667,,,,,,
"1957-01-01",,,,,8.03844473569244,,,,4,,,,,5.17321000417321,
"1957-04-01",,,,,8.07485073540119,,,,4,,,,,5.17321000417321,
"1957-07-01",,,,,8.1476627348187,,,,5,,,,,5.17321000417321,
"1957-10-01",,,,,8.2350371341197,,,,5,,,,,5.17321000417321,
"1958-01-01",,,,,8.40978593272171,,,,5,,,,,5.17321000417321,
"1958-04-01",,,,,8.49716033202272,,,,4.66666666666667,,,,,5.17321000417321,
"1958-07-01",,,,,8.49716033202272,,,,4.5,,,,,5.17321000417321,
"1958-10-01",,,,,8.49716033202272,,,,4.5,,,,,5.17321000417321,
"1959-01-01",,,,,8.49716033202272,,,,4.5,,,,,5.17321000417321,
"1959-04-01",,,,,8.49716033202272,,,,4.5,,,,,5.17321000417321,
"1959-07-01",,,,,8.55540993155672,,,,4.5,,,,,5.17321000417321,
"1959-10-01",,,,,8.60637833114897,,,,4.5,,,,,5.17321000417321,
"1960-01-01",,,,,8.89034512887724,,,,5,,,,,5.17321000417321,
"1960-04-01",,,,,8.86850152905199,,,,5,,,,,5.17321000417321,
"1960-07-01",,,,,8.89034512887724,,,,5,,,,,5.17321000417321,
"1960-10-01",,,,,8.93403232852774,,,,5,,,,,5.17321000417321,
"1961-01-01",,,,,9.02140672782875,,,48217.4880282489,5,,,,,5.17321000417321,
"1961-04-01",,,,,9.07965632736275,,,48347.32170336,5,,,,,5.17321000417321,
"1961-07-01",,,,,9.09421872724625,,,49035.1045982833,5,,,,,5.17321000417321,
"1961-10-01",,,,,9.15246832678025,,,50253.2016594027,5,,,,,5.17321000417321,
"1962-01-01",,,,,9.36362312509102,,,50846.1587123128,5,,,,,5.17321000417321,
"1962-04-01",,,,,9.53109072375127,,,52369.4720081646,4.33333333333333,,,,,5.17321000417321,
"1962-07-01",,,,,9.59662152322703,,,53998.4432820217,4,,,,,5.17321000417321,
"1962-10-01",,,,,9.59662152322703,,,55141.7280183894,4,,,,,5.17321000417321,
