"date","pce_nom","gdp_nom","pce_defl","gdp_defl","cpi","ur","m1","m2","m3","policy","estr_1d","euribor_3m","gov_10y","sx5e","reer","rrppi","xr_usd","hfwh","hnfwh","hhwh"
"1997-04-01",855580.9,1529367.1,74.2659987594583,74.3667801150702,72.8479760596001,11.015774,1497996,3533982,4121578,,3.79166662534078,4.32666666666667,6.22,2229.47033189033,110.566356720203,81.3769220421049,0.874508631,,12794070.425611,11780506.854996
"1997-07-01",863059.9,1543935.4,74.5191239738768,74.4972615227927,73.1914793900709,10.9021518,1529659,3570962,4169047,,3.82166659673055,4.32333333333333,5.81,2547.84970230253,107.46336996337,81.75208008352,0.914645068,,12916480.950617,11896442.352626
"1997-10-01",876993.7,1568615.9,74.7936060844823,74.9066009758256,73.4883027209306,10.8255165,1566011,3615677,4222019,,3.95500004132589,4.43333333333333,5.6,2451.0290942029,111.605381797689,81.8885011894892,0.890150698,,12968012.517452,11940969.892716
"1998-01-01",878067.1,1575719.3,74.4615854511386,74.7117546106933,73.5493160537556,10.6630191,1606018,3666674,4267921,,3.89499993960063,4.20333333333333,5.11666666666667,2787.89046969697,111.172161172161,81.3123926935671,0.920159358,,12945922.925496,11911275.325931
"1998-04-01",886225.8,1590590.5,74.6745140527517,75.1144116590534,73.7984160516798,10.5703234,1657166,3742800,4340943,,3.68499998092652,4.05666666666667,4.99,3302.38831168831,112.267540152156,81.8836290071332,0.908779214,,13127463.947497,12085117.922855
"1998-07-01",898949.4,1606580.1,74.9871652157174,75.466568371249,73.9625360503121,10.4113163,1668328,3756213,4371401,,3.70166663169861,3.93666666666667,4.56,3230.51400558379,115.493801070724,82.9869076339789,0.894719049,,13334165.804736,12284329.490803
"1998-10-01",913538.6,1627757.4,75.466660386716,76.2396572492216,74.0449627162918,10.2653752,1726398,3848054,4422982,,3.29833336512248,3.62333333333333,4.14666666666667,2971.41959909655,117.272471118625,83.6152026164702,0.849649218,,13427557.91478,12370972.570079
"1999-01-01",921408.8,1648057.4,75.6278573889026,76.4153631607596,74.105422715788,9.996206,1806407,3930847,4453500,3,2.97507246376812,3.09073188405797,3.99240775127674,3493.14180227743,114.151873767258,84.077518586699,0.890868449485456,12309140,13558411.748505,12496003.434295
"1999-04-01",932725.2,1659405.5,75.8793943575449,76.5740849112384,74.4951560458736,9.8743594,1858495,3988595,4537054,2.5,2.5227417027417,2.63402958152958,4.25739929004329,3696.99212842713,109.456889264582,84.7076541714137,0.946238621181661,12505839,13767963.128262,12700070.996542
"1999-07-01",945736.7,1682649.1,76.1241249788501,76.6437706524425,74.7840760434659,9.7129807,1886642,4029253,4594744,2.5,2.38075757575757,2.69939393939394,5.05068972727273,3770.11803030303,108.069174415328,86.41270145459,0.953774981920441,12562923,14065810.311565,12991555.062623
"1999-10-01",957503.5,1705665.6,76.4664788979335,76.8867268456335,75.1656760402859,9.5337024,1925201,4078868,4667221,2.83333333333333,2.7413924963925,3.42979797979798,5.32006638314825,4164.23265763222,105.73753169907,86.6239376274042,0.963472251366893,13398427,14219016.780455,13136776.187409
"2000-01-01",973601.6,1735900.5,77.0044109000029,77.2426849730008,75.5915093700706,9.36666666666667,2003675,4149339,4766006,3.25,3.19133540372671,3.54231608005521,5.61758913388544,5040.51369772257,101.634263172725,87.5330868550415,1.01344009939803,13750105,14492479.684301,13399300.044907
"2000-04-01",985915.3,1755703.5,77.4527511531342,77.4298019354265,75.8984360341796,9.13333333333333,2001262,4171277,4788838,3.91666666666667,3.88151515151515,4.26301683501684,5.4248903715415,5199.64691264822,98.2671174978867,88.3428435626155,1.0711191558064,13799194,14804885.828737,13699066.684711
"2000-07-01",997041.5,1776921.8,78.0179989810764,77.8436413289584,76.4526760295609,8.96666666666667,2015210,4212330,4830524,4.33333333333333,4.35439268461008,4.73760041407867,5.43969946928916,5170.89830296756,96.7490842490842,89.2824168622983,1.10566073105983,13900965,15165220.160754,14046203.750621
"2000-10-01",1007187.2,1795504.1,78.6234040005753,78.3019734762051,76.9196593590027,8.76666666666667,2025182,4226952,4859203,4.75,4.72122009569378,5.0241283891547,5.27332896176046,4881.0318953824,94.5442378134686,89.3012559674084,1.15050172291548,13859037,15370356.699039,14238959.803377
"2001-01-01",1020858.4,1828905.8,78.9228129239315,78.8837929892875,77.0924660242293,8.53333333333333,2106179,4382791,5079966,4.75,4.75825757575758,4.74505454545454,4.9891324088274,4484.8934201581,100.056353902508,90.2573946871017,1.08340048488751,13729935,15684140.277279,14541990.304282
